time_seconds,red_raw,ir_raw,selected_raw,filtered_latest,bpm,bpm_fft,hrv_ms,signal_quality
17.0724,102840,120879,120879,-50.30,48.39,44.00,None,Fair
17.1198,102860,120935,120935,-36.22,59.94,76.00,118.08,Inconsistent (FFT mismatch)
17.1666,102872,120946,120946,-7.89,69.52,72.00,134.16,Good
17.2132,102889,121019,121019,7.71,70.11,76.00,116.73,Good
17.2614,102920,121021,121021,32.24,70.70,76.00,128.62,Good
17.3079,102959,121143,121143,24.57,71.49,76.00,132.29,Good
17.3544,102973,121158,121158,32.55,71.70,72.00,132.29,Good
17.4008,102997,121215,121215,29.46,72.04,72.00,132.29,Good
17.4471,102910,120970,120970,83.74,72.04,72.00,128.36,Good
17.4935,102795,120556,120556,156.81,72.04,72.00,124.82,Good
17.5403,102685,120354,120354,158.61,72.01,72.00,124.95,Good
17.5886,102692,120391,120391,87.35,71.85,72.00,132.14,Good
17.6350,102747,120616,120616,-23.99,71.68,72.00,116.62,Good
17.6815,102780,120610,120610,-66.22,71.49,72.00,116.62,Good
17.7282,102799,120576,120576,-72.89,70.78,72.00,116.62,Good
17.7746,102785,120535,120535,-57.45,70.78,72.00,116.62,Good
17.8210,102777,120561,120561,-49.10,70.78,72.00,116.62,Good
17.8690,102799,120607,120607,-48.03,70.78,72.00,116.62,Good
17.9153,102880,120776,120776,-75.49,70.78,72.00,116.62,Good
17.9617,102898,120822,120822,-75.49,70.78,72.00,116.62,Good
18.0080,102907,120881,120881,-70.51,70.78,72.00,43.00,Good
18.0547,102925,120854,120854,-40.34,70.78,72.00,43.00,Good
18.1012,102943,120908,120908,-22.32,73.98,72.00,43.00,Good
18.1493,102979,120930,120930,2.13,73.98,72.00,43.00,Good
18.1958,102967,121031,121031,7.47,73.98,72.00,43.00,Good
18.2424,102992,121082,121082,18.55,73.98,72.00,38.09,Good
18.2889,103045,121124,121124,26.74,73.98,72.00,38.09,Good
18.3353,103025,121114,121114,40.64,73.69,72.00,38.09,Good
18.3817,102919,120822,120822,103.08,73.69,72.00,37.08,Good
18.4297,102792,120451,120451,162.05,73.69,72.00,37.08,Good
18.4761,102770,120357,120357,137.75,73.77,72.00,42.13,Good
18.5226,102786,120437,120437,59.93,73.77,72.00,41.76,Good
18.5693,102841,120528,120528,-16.99,73.82,72.00,41.76,Good
18.6159,102843,120569,120569,-62.18,73.82,72.00,35.38,Good
18.6624,102851,120527,120527,-64.18,73.82,72.00,35.38,Good
18.7107,102826,120442,120442,-40.50,73.43,72.00,35.38,Good
18.7576,102873,120573,120573,-56.19,73.43,72.00,35.38,Good
18.8041,102897,120645,120645,-60.91,73.43,72.00,38.09,Good
18.8505,102928,120700,120700,-62.75,73.43,72.00,38.09,Good
18.8969,102957,120767,120767,-65.04,73.69,72.00,38.09,Good
18.9432,102929,120776,120776,-50.83,73.69,72.00,35.38,Good
18.9896,102979,120805,120805,-35.48,73.69,72.00,35.38,Good
19.0376,102992,120834,120834,-16.68,73.43,72.00,35.38,Good
19.0843,103038,120939,120939,-11.85,73.43,72.00,35.38,Good
19.1308,103041,120970,120970,7.49,73.43,72.00,35.38,Good
19.1772,103087,121032,121032,17.44,73.43,72.00,35.38,Good
19.2237,103102,121062,121062,28.81,73.43,72.00,35.38,Good
19.2703,103031,120851,120851,80.57,73.43,72.00,64.01,Good
19.3187,102870,120413,120413,159.73,73.43,72.00,64.01,Good
19.3699,102830,120296,120296,146.03,72.83,72.00,63.66,Good
19.4209,102832,120403,120403,66.47,72.83,72.00,63.66,Good
19.4702,102870,120502,120502,-10.23,72.83,72.00,64.01,Good
19.5211,102905,120460,120460,-39.19,72.83,72.00,64.01,Good
19.5711,102861,120386,120386,-39.44,72.83,72.00,64.01,Good
19.6219,102858,120398,120398,-42.53,72.83,72.00,36.45,Good
19.6721,102898,120475,120475,-52.59,72.83,72.00,36.15,Good
19.7240,102930,120533,120533,-57.15,72.83,72.00,71.99,Good
19.7740,102930,120631,120631,-68.64,72.83,72.00,71.99,Good
19.8242,102969,120668,120668,-64.50,72.70,72.00,80.28,Good
19.8742,102944,120681,120681,-50.93,72.70,72.00,80.28,Good
19.9264,102976,120628,120628,-21.06,72.58,72.00,80.28,Good
19.9766,102995,120722,120722,-20.29,72.58,72.00,71.99,Good
20.0266,103029,120788,120788,-13.03,72.58,72.00,37.08,Good
20.0768,103036,120832,120832,-0.34,72.70,72.00,37.08,Good
20.1296,103031,120805,120805,24.80,73.77,72.00,36.15,Good
20.1797,102766,120060,120060,179.13,73.77,72.00,47.99,Good
20.2298,102707,119969,119969,165.89,73.84,72.00,42.35,Good
20.2817,102764,120073,120073,83.26,74.33,72.00,42.35,Good
20.3319,102821,120226,120226,-11.17,74.33,72.00,47.99,Good
20.3819,102826,120213,120213,-50.14,74.62,72.00,47.99,Good
20.4323,102817,120141,120141,-50.21,74.62,72.00,47.99,Good
20.4840,102793,120133,120133,-45.33,74.62,72.00,47.99,Good
20.5342,102860,120262,120262,-60.30,74.62,72.00,47.99,Good
20.5844,102895,120356,120356,-64.79,74.62,72.00,47.99,Good
20.6351,102918,120402,120402,-57.85,74.62,72.00,47.99,Good
20.6870,102955,120457,120457,-51.99,74.62,72.00,47.99,Good
20.7373,102967,120470,120470,-36.84,74.62,72.00,47.99,Good
20.7872,102959,120477,120477,-19.58,74.62,72.00,46.59,Good
20.8379,102976,120507,120507,-6.11,74.62,72.00,47.99,Good
20.8897,102989,120566,120566,2.57,74.62,72.00,47.99,Good
20.9400,103031,120707,120707,-3.65,74.62,72.00,46.59,Good
20.9899,103004,120614,120614,37.08,74.39,72.00,46.59,Good
21.0400,102818,120151,120151,139.56,74.62,72.00,54.11,Good
21.0919,102716,119801,119801,187.51,74.62,72.00,49.69,Good
21.1431,102767,119867,119867,117.74,74.64,72.00,46.67,Good
21.1932,102776,119935,119935,35.44,74.89,72.00,50.72,Good
21.2433,102787,119990,119990,-31.39,75.11,72.00,50.72,Good
21.2951,102781,119936,119936,-51.45,75.11,72.00,50.72,Good
21.3453,102758,119922,119922,-57.23,75.11,72.00,50.72,Good
21.3952,102803,119978,119978,-63.32,75.11,72.00,54.97,Good
21.4454,102828,120061,120061,-68.30,75.11,72.00,55.68,Good
21.4973,102851,120118,120118,-65.86,75.17,72.00,55.68,Good
21.5475,102889,120169,120169,-61.98,75.17,72.00,55.68,Good
21.5979,102909,120234,120234,-59.94,75.17,72.00,55.68,Good
21.6517,102916,120261,120261,-47.02,75.17,72.00,55.68,Good
21.7011,102952,120334,120334,-38.62,75.17,72.00,55.68,Good
21.7502,102975,120375,120375,-18.91,75.17,72.00,55.68,Good
21.8012,102981,120439,120439,-1.41,75.17,72.00,51.12,Good
21.8529,103022,120491,120491,16.88,75.17,72.00,51.12,Good
21.9031,102828,119935,119935,144.60,75.17,72.00,57.31,Good
21.9531,102713,119658,119658,183.24,75.17,72.00,57.31,Good
22.0032,102741,119692,119692,124.09,75.16,72.00,54.11,Good
22.0552,102754,119766,119766,43.58,75.42,72.00,58.12,Good
22.1056,102809,119911,119911,-38.10,75.42,72.00,58.12,Good
22.1567,102816,119889,119889,-58.15,75.42,72.00,57.31,Good
22.2068,102825,119836,119836,-47.17,75.42,72.00,58.12,Good
22.2586,102827,119852,119852,-38.51,75.42,72.00,56.57,Good
22.3089,102832,119997,119997,-54.28,75.42,72.00,60.94,Good
22.3589,102885,120093,120093,-60.64,75.62,72.00,60.94,Good
22.4096,102901,120150,120150,-58.14,75.72,72.00,62.07,Good
22.4655,102898,120101,120101,-32.92,75.72,72.00,62.07,Good
22.5158,102917,120170,120170,-30.83,75.72,72.00,62.07,Good
22.5657,102925,120201,120201,-19.14,75.72,72.00,58.21,Good
22.6167,102948,120238,120238,-5.92,75.72,72.00,58.21,Good
22.6668,102978,120362,120362,-7.91,75.43,72.00,58.21,Good
22.7169,103008,120413,120413,6.32,75.43,72.00,58.21,Good
22.7677,103029,120443,120443,22.92,75.43,72.00,58.21,Good
22.8161,102961,120253,120253,75.44,75.43,72.00,59.46,Good
22.8626,102679,119516,119516,214.14,75.43,72.00,60.94,Good
22.9091,102715,119558,119558,157.23,75.68,72.00,60.33,Good
22.9555,102742,119684,119684,59.01,75.68,72.00,60.33,Good
23.0019,102766,119713,119713,-14.88,75.87,72.00,60.94,Good
23.0482,102812,119780,119780,-71.47,75.89,72.00,60.94,Good
23.0945,102786,119781,119781,-83.99,75.89,72.00,60.94,Good
23.1427,102777,119743,119743,-65.98,75.89,72.00,60.94,Good
23.1895,102861,119897,119897,-77.17,75.89,72.00,61.46,Good
23.2360,102875,119959,119959,-68.40,75.89,72.00,60.00,Good
23.2824,102892,120031,120031,-63.88,76.09,72.00,60.00,Good
23.3289,102941,120081,120081,-56.98,76.09,72.00,60.00,Good
23.3755,102935,120104,120104,-44.00,76.09,72.00,62.70,Good
23.4236,102949,120136,120136,-29.91,76.09,72.00,62.70,Good
23.4701,102980,120200,120200,-18.26,75.95,72.00,62.70,Good
23.5166,102999,120242,120242,1.08,75.95,72.00,62.70,Good
23.5630,103001,120288,120288,19.42,75.95,72.00,62.70,Good
23.6096,103024,120335,120335,32.96,75.95,72.00,62.70,Good
23.6561,103056,120411,120411,33.79,75.95,72.00,62.70,Good
23.7060,103050,120463,120463,34.04,75.95,72.00,62.70,Good
23.7530,103092,120481,120481,38.58,75.95,72.00,62.70,Good
23.8000,102915,120038,120038,128.71,75.95,72.00,60.94,Good
23.8466,102775,119662,119662,181.02,75.95,72.00,60.33,Good
23.8932,102751,119653,119653,127.22,75.89,72.00,62.54,Good
23.9397,102796,119767,119767,33.06,75.67,72.00,60.33,Good
23.9879,102841,119847,119847,-43.10,75.67,72.00,61.78,Good
24.0343,102900,119931,119931,-90.99,75.67,72.00,61.78,Good
24.0806,102879,119908,119908,-86.59,75.70,72.00,61.78,Good
24.1270,102867,119905,119905,-67.88,75.70,72.00,60.94,Good
24.1736,102899,120000,120000,-65.15,75.70,72.00,60.94,Good
24.2204,102933,120076,120076,-62.02,75.89,72.00,60.94,Good
24.2687,102944,120215,120215,-74.55,75.89,72.00,62.70,Good
24.3151,103009,120298,120298,-73.39,75.89,72.00,62.70,Good
24.3617,103037,120351,120351,-59.45,75.95,72.00,62.70,Good
24.4083,103036,120367,120367,-31.38,75.95,72.00,62.70,Good
24.4548,103058,120423,120423,-8.27,75.95,72.00,62.70,Good
24.5013,103085,120479,120479,13.65,75.95,72.00,62.70,Good
24.5494,103107,120537,120537,30.12,75.95,72.00,62.70,Good
24.5960,103168,120687,120687,21.68,75.95,72.00,62.70,Good
24.6425,103182,120757,120757,25.49,75.95,72.00,62.70,Good
24.6888,103184,120823,120823,28.88,75.95,72.00,62.70,Good
24.7360,103181,120780,120780,53.02,75.95,72.00,62.70,Good
24.7825,103033,120398,120398,135.69,75.95,72.00,64.60,Good
24.8306,102922,120067,120067,181.53,75.95,72.00,64.60,Good
24.8770,102934,120166,120166,109.71,75.32,72.00,67.84,Good
24.9237,102971,120243,120243,30.17,75.32,72.00,64.60,Good
24.9702,103037,120313,120313,-35.73,75.32,72.00,64.60,Good
25.0167,102996,120370,120370,-72.52,75.32,72.00,63.94,Good
25.0630,103000,120331,120331,-64.07,75.32,72.00,63.94,Good
25.1111,103001,120349,120349,-53.28,75.52,72.00,61.78,Good
25.1574,103059,120505,120505,-67.79,75.52,72.00,61.78,Good
25.2038,103094,120592,120592,-69.26,75.70,72.00,63.57,Good
25.2505,103152,120680,120680,-70.81,75.70,72.00,63.57,Good
25.2970,103162,120748,120748,-65.62,75.74,72.00,63.57,Good
25.3435,103184,120834,120834,-58.76,75.74,72.00,63.57,Good
25.3918,103182,120854,120854,-32.83,75.74,72.00,63.57,Good
25.4384,103247,120948,120948,-18.50,75.74,72.00,63.57,Good
25.4849,103244,120967,120967,10.56,75.74,72.00,65.80,Good
25.5313,103293,121066,121066,18.92,75.74,72.00,65.80,Good
25.5780,103335,121157,121157,22.94,75.55,72.00,65.80,Good
25.6244,103332,121245,121245,23.25,75.55,72.00,63.57,Good
25.6707,103405,121302,121302,28.02,75.55,72.00,63.57,Good
25.7190,103304,121121,121121,77.40,75.55,72.00,62.54,Good
25.7661,103110,120600,120600,178.44,75.55,80.00,62.54,Good
25.8126,103167,120715,120715,121.37,75.50,80.00,64.60,Good
25.8589,103200,120797,120797,52.04,75.50,72.00,62.54,Good
25.9054,103235,120929,120929,-22.70,75.50,72.00,62.54,Good
25.9520,103262,121009,121009,-64.35,75.50,72.00,62.54,Good
26.0001,103240,120985,120985,-58.83,75.50,72.00,63.21,Good
26.0465,103265,120958,120958,-37.14,75.50,72.00,63.21,Good
26.0928,103272,121023,121023,-32.36,75.72,72.00,63.21,Good
26.1391,103321,121121,121121,-39.45,75.72,72.00,64.35,Good
26.1855,103367,121237,121237,-53.81,75.72,72.00,63.57,Good
26.2318,103372,121272,121272,-50.45,75.72,72.00,64.35,Good
26.2803,103390,121324,121324,-45.76,75.53,72.00,64.35,Good
26.3268,103398,121388,121388,-37.44,75.53,72.00,64.35,Good
26.3731,103438,121446,121446,-22.51,75.53,72.00,64.35,Good
26.4196,103441,121478,121478,-0.21,75.53,72.00,64.35,Good
26.4664,103470,121546,121546,12.27,75.53,76.00,64.35,Good
26.5129,103500,121612,121612,19.46,75.53,76.00,64.35,Good
26.5611,103510,121686,121686,19.22,75.53,76.00,64.35,Good
26.6076,103405,121376,121376,88.42,75.53,76.00,63.21,Good
26.6540,103270,120995,120995,153.13,75.53,76.00,61.78,Good
26.7006,103222,120928,120928,127.80,75.53,76.00,62.54,Good
26.7470,103268,121006,121006,55.69,75.53,76.00,62.54,Good
26.7943,103297,121090,121090,-14.88,75.50,76.00,62.54,Good
26.8425,103318,121185,121185,-67.38,75.50,76.00,63.21,Good
26.8890,103322,121165,121165,-70.56,75.50,76.00,63.21,Good
26.9354,103302,121151,121151,-56.30,75.72,76.00,63.21,Good
26.9824,103314,121164,121164,-41.77,75.72,76.00,63.21,Good
27.0288,103336,121235,121235,-42.42,75.72,76.00,65.04,Good
27.0751,103355,121330,121330,-52.63,75.72,76.00,67.05,Good
27.1232,103395,121393,121393,-56.51,75.76,76.00,65.04,Good
27.1696,103442,121511,121511,-65.66,75.76,76.00,65.04,Good
27.2159,103463,121543,121543,-47.80,75.76,76.00,65.04,Good
27.2623,103456,121571,121571,-21.43,75.76,76.00,65.04,Good
27.3093,103480,121575,121575,11.07,75.76,76.00,65.04,Good
27.3558,103482,121640,121640,25.87,75.76,76.00,65.04,Good
27.4022,103501,121660,121660,40.69,75.76,76.00,65.04,Good
27.4505,103556,121761,121761,30.52,75.76,76.00,65.04,Good
27.4971,103412,121441,121441,96.63,75.76,76.00,65.66,Good
27.5436,103258,121069,121069,155.69,75.76,76.00,65.17,Good
27.5901,103212,120969,120969,134.90,75.76,76.00,65.96,Good
27.6365,103279,121068,121068,57.55,75.96,76.00,65.17,Good
27.6831,103299,121168,121168,-16.26,75.96,76.00,65.17,Good
27.7313,103309,121268,121268,-68.95,75.96,76.00,63.79,Good
27.7778,103313,121194,121194,-60.96,75.94,76.00,63.79,Good
27.8287,103301,121163,121163,-45.59,75.94,76.00,63.79,Good
27.8788,103308,121209,121209,-42.31,75.94,76.00,65.66,Good
27.9306,103329,121285,121285,-47.98,75.94,76.00,67.00,Good
27.9808,103390,121439,121439,-70.80,76.18,76.00,67.00,Good
28.0306,103416,121490,121490,-68.56,76.20,76.00,68.92,Good
28.0805,103425,121533,121533,-57.28,76.20,76.00,68.92,Good
28.1322,103448,121563,121563,-36.83,76.27,76.00,68.92,Good
28.1821,103467,121647,121647,-23.31,76.27,76.00,67.05,Good
28.2322,103510,121753,121753,-12.40,76.27,76.00,67.05,Good
28.2822,103583,121829,121829,4.25,76.23,76.00,66.13,Good
28.3355,103599,121868,121868,24.66,76.20,76.00,64.70,Good
28.3856,103371,121298,121298,153.13,76.20,76.00,67.40,Good
28.4357,103347,121210,121210,153.42,76.23,76.00,67.40,Good
28.4857,103383,121283,121283,93.93,76.23,76.00,67.00,Good
28.5376,103446,121393,121393,21.65,76.42,76.00,67.40,Good
28.5879,103479,121554,121554,-44.69,76.42,76.00,69.03,Good
28.6379,103435,121505,121505,-43.32,76.42,76.00,67.40,Good
28.6880,103421,121476,121476,-27.81,76.42,76.00,67.40,Good
28.7399,103438,121491,121491,-16.40,76.42,76.00,67.40,Good
28.7899,103488,121643,121643,-35.57,76.42,76.00,69.03,Good
28.8416,103540,121737,121737,-45.13,76.42,76.00,69.03,Good
28.8917,103562,121786,121786,-44.39,76.66,76.00,66.67,Good
28.9439,103578,121812,121812,-36.13,76.66,76.00,66.67,Good
28.9940,103563,121821,121821,-21.62,76.84,76.00,66.67,Good
29.0442,103561,121832,121832,-6.00,76.84,76.00,65.05,Good
29.0960,103588,121930,121930,-7.27,76.84,76.00,65.71,Good
29.1461,103525,121736,121736,47.93,76.84,76.00,65.71,Good
29.1961,103344,121274,121274,141.14,76.90,80.00,73.20,Good
29.2460,103223,121056,121056,153.17,76.90,80.00,69.57,Good
29.2976,103248,121060,121060,90.98,77.78,80.00,70.83,Good
29.3489,103314,121238,121238,-12.26,77.80,80.00,73.20,Good
29.3991,103320,121305,121305,-71.96,78.08,76.00,73.20,Good
29.4492,103301,121217,121217,-69.39,78.08,80.00,73.20,Good
29.5011,103265,121179,121179,-55.86,78.08,80.00,73.20,Good
29.5511,103305,121270,121270,-61.42,78.08,80.00,73.20,Good
29.6012,103305,121329,121329,-60.75,78.08,80.00,73.20,Good
29.6512,103327,121373,121373,-58.53,78.08,80.00,73.20,Good
29.7031,103363,121430,121430,-58.61,78.08,80.00,76.76,Good
29.7531,103347,121466,121466,-51.28,78.08,80.00,73.20,Good
29.8032,103356,121476,121476,-34.10,78.08,80.00,73.20,Good
29.8546,103375,121516,121516,-18.93,78.08,80.00,73.20,Good
29.9066,103415,121559,121559,-1.95,78.08,80.00,73.20,Good
29.9568,103338,121460,121460,41.63,78.08,80.00,71.80,Good
30.0068,103173,121037,121037,136.00,78.08,80.00,75.96,Good
30.0569,103028,120711,120711,179.31,78.28,80.00,74.37,Good
30.1087,103017,120681,120681,128.91,78.55,80.00,70.89,Good
30.1587,103051,120835,120835,28.15,78.62,80.00,72.93,Good
30.2089,103078,120876,120876,-34.92,78.80,80.00,74.54,Good
30.2589,103077,120879,120879,-61.24,78.80,80.00,74.54,Good
30.3110,103071,120786,120786,-43.78,79.02,80.00,74.54,Good
30.3624,103078,120850,120850,-47.34,79.02,80.00,77.62,Good
30.4127,103110,120928,120928,-52.32,79.02,80.00,77.62,Good
30.4645,103135,120984,120984,-53.79,79.32,80.00,77.62,Good
30.5146,103120,121040,121040,-55.21,79.32,80.00,77.62,Good
30.5645,103121,121046,121046,-44.52,79.32,80.00,77.62,Good
30.6146,103120,121054,121054,-31.21,79.32,80.00,77.62,Good
30.6663,103136,121050,121050,-12.79,79.32,80.00,77.62,Good
30.7170,103156,121162,121162,-15.42,79.32,80.00,77.62,Good
30.7669,103102,121083,121083,21.56,79.32,80.00,77.62,Good
30.8170,102976,120731,120731,104.69,79.32,80.00,80.50,Good
30.8700,102810,120337,120337,169.75,79.32,80.00,77.87,Good
30.9203,102831,120412,120412,107.71,79.53,80.00,76.20,Good
30.9695,102867,120505,120505,28.05,79.79,80.00,77.87,Good
31.0187,102907,120604,120604,-40.44,79.79,80.00,80.50,Good
31.0705,102909,120574,120574,-56.29,79.79,80.00,75.08,Good
31.1205,102874,120504,120504,-41.55,79.96,80.00,75.08,Good
31.1723,102892,120561,120561,-42.82,79.96,80.00,77.75,Good
31.2225,102951,120669,120669,-52.99,80.08,80.00,77.75,Good
31.2734,102968,120738,120738,-55.13,80.25,80.00,77.24,Good
31.3227,102993,120817,120817,-57.61,80.25,80.00,77.24,Good
31.3741,103026,120847,120847,-46.84,80.74,80.00,77.24,Good
31.4243,103037,120873,120873,-31.77,80.74,80.00,77.24,Good
31.4754,103053,120912,120912,-16.78,80.74,80.00,77.24,Good
31.5248,103047,121021,121021,-13.80,80.74,80.00,77.24,Good
31.5748,103050,120930,120930,29.57,80.74,80.00,77.24,Good
31.6251,102910,120513,120513,126.98,80.74,80.00,79.16,Good
31.6760,102792,120214,120214,170.85,80.74,80.00,76.83,Good
31.7253,102859,120402,120402,85.43,81.14,80.00,76.83,Good
31.7752,102902,120488,120488,12.61,81.14,80.00,76.83,Good
31.8254,102931,120567,120567,-41.85,81.14,80.00,79.16,Good
31.8799,102946,120580,120580,-56.02,81.14,80.00,82.13,Good
31.9301,102911,120572,120572,-44.92,81.26,80.00,82.13,Good
31.9792,102999,120666,120666,-45.81,81.26,80.00,82.13,Good
32.0286,103009,120780,120780,-49.99,81.26,80.00,79.16,Good
32.0803,103060,120799,120799,-36.76,81.26,80.00,79.16,Good
32.1304,103062,120860,120860,-34.39,81.43,80.00,79.16,Good
32.1803,103078,120916,120916,-31.74,81.43,80.00,79.16,Good
32.2304,103085,120927,120927,-18.35,81.43,80.00,79.16,Good
32.2827,103093,120949,120949,-4.92,81.43,80.00,81.26,Good
32.3336,103127,121060,121060,-7.13,81.43,80.00,82.43,Good
32.3841,103152,121053,121053,16.06,81.46,80.00,82.43,Good
32.4342,102979,120606,120606,119.42,81.82,80.00,83.42,Good
32.4852,102797,120169,120169,191.17,81.82,80.00,81.43,Good
32.5362,102787,120191,120191,132.11,81.90,80.00,80.39,Good
32.5864,102817,120225,120225,50.96,82.16,80.00,77.12,Good
32.6384,102850,120279,120279,-25.90,82.31,80.00,77.12,Good
32.6877,102851,120313,120313,-72.18,82.16,80.00,81.43,Good
32.7370,102852,120345,120345,-88.77,82.16,80.00,81.43,Good
32.7870,102867,120387,120387,-86.25,82.31,80.00,83.42,Good
32.8388,102908,120455,120455,-79.04,82.31,80.00,83.42,Good
32.8899,102940,120586,120586,-82.25,82.45,80.00,83.42,Good
32.9402,102952,120647,120647,-71.38,82.45,80.00,83.42,Good
32.9894,102971,120669,120669,-53.11,82.45,80.00,83.42,Good
33.0404,102986,120695,120695,-35.98,82.45,80.00,83.42,Good
33.0905,102985,120766,120766,-26.75,82.45,80.00,83.42,Good
33.1406,103024,120805,120805,-8.17,82.45,80.00,79.16,Good
33.1906,103027,120850,120850,11.26,82.45,80.00,77.12,Good
33.2425,103042,120860,120860,35.98,82.45,80.00,77.12,Good
33.2927,102726,120073,120073,204.38,82.45,80.00,78.08,Good
33.3428,102643,119873,119873,213.03,82.60,80.00,77.23,Good
33.3935,102653,119948,119948,126.76,82.64,80.00,71.39,Good
33.4453,102669,120019,120019,31.29,82.88,80.00,71.39,Good
33.4946,102685,120078,120078,-42.53,83.40,80.00,72.13,Good
33.5438,102695,120062,120062,-69.16,83.40,80.00,72.13,Good
33.5931,102642,120043,120043,-67.88,83.66,80.00,72.13,Good
33.6442,102668,120049,120049,-57.84,83.66,80.00,72.13,Good
33.6947,102748,120241,120241,-81.85,83.66,80.00,72.13,Good
33.7448,102752,120280,120280,-73.85,83.66,80.00,72.13,Good
33.7948,102764,120284,120284,-58.43,83.66,80.00,72.13,Good
33.8467,102771,120298,120298,-45.56,83.66,80.00,72.13,Good
33.8981,102776,120368,120368,-42.93,83.66,80.00,72.13,Good
33.9483,102753,120379,120379,-24.53,83.66,80.00,72.13,Good
33.9977,102767,120414,120414,-6.92,83.66,80.00,72.13,Good
34.0486,102781,120437,120437,14.20,83.66,80.00,72.13,Good
34.0986,102860,120595,120595,6.20,83.66,80.00,72.13,Good
34.1486,102827,120571,120571,31.59,83.66,80.00,72.13,Good
34.1991,102680,120174,120174,120.88,83.66,80.00,70.74,Good
34.2510,102525,119783,119783,182.13,83.66,80.00,70.74,Good
34.3012,102580,119905,119905,109.54,83.42,80.00,72.22,Good
34.3512,102592,120019,120019,27.24,83.42,80.00,70.74,Good
34.4024,102626,120079,120079,-31.96,83.42,80.00,70.74,Good
34.4546,102639,120080,120080,-54.95,83.42,80.00,70.74,Good
34.5039,102626,120128,120128,-63.99,83.42,80.00,67.43,Good
34.5532,102712,120201,120201,-62.56,83.42,80.00,66.77,Good
34.6025,102733,120316,120316,-62.72,84.05,80.00,66.77,Good
34.6534,102770,120410,120410,-57.55,84.28,80.00,66.77,Good
34.7036,102830,120531,120531,-58.65,84.28,80.00,66.77,Good
34.7536,102849,120568,120568,-42.60,84.28,80.00,66.77,Good
34.8037,102866,120633,120633,-30.95,84.28,80.00,66.77,Good
